Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c83c3b40h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8u](n128,8u)                                                     | Vector128<byte> vscalar<byte>(N128 w, byte src)                                                               | c5 f8 77 66 90 41 0f b6 c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
1         | 7ff7c83c3b70h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8i](n128,8i)                                                     | Vector128<sbyte> vscalar<sbyte>(N128 w, sbyte src)                                                            | c5 f8 77 66 90 49 0f be c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
2         | 7ff7c83c3ba0h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[16u](n128,16u)                                                   | Vector128<ushort> vscalar<ushort>(N128 w, ushort src)                                                         | c5 f8 77 66 90 41 0f b7 c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
3         | 7ff7c83c3fd0h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[16i](n128,16i)                                                   | Vector128<short> vscalar<short>(N128 w, short src)                                                            | c5 f8 77 66 90 49 0f bf c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
4         | 7ff7c83c4000h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32u](n128,32u)                                                   | Vector128<uint> vscalar<uint>(N128 w, uint src)                                                               | c5 f8 77 66 90 c4 c1 79 6e c0 c5 f9 11 01 48 8b c1 c3
5         | 7ff7c83c4030h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32i](n128,32i)                                                   | Vector128<int> vscalar<int>(N128 w, int src)                                                                  | c5 f8 77 66 90 c4 c1 79 6e c0 c5 f9 11 01 48 8b c1 c3
6         | 7ff7c83c4060h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64u](n128,64u)                                                   | Vector128<ulong> vscalar<ulong>(N128 w, ulong src)                                                            | c5 f8 77 66 90 c4 c1 f9 6e c0 c5 f9 11 01 48 8b c1 c3
7         | 7ff7c83c4090h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64i](n128,64i)                                                   | Vector128<long> vscalar<long>(N128 w, long src)                                                               | c5 f8 77 66 90 c4 c1 f9 6e c0 c5 f9 11 01 48 8b c1 c3
8         | 7ff7c83c44c0h   | 13      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32f](n128,32f)                                                   | Vector128<float> vscalar<float>(N128 w, float src)                                                            | c5 f8 77 66 90 c5 f9 11 11 48 8b c1 c3
9         | 7ff7c83c44e0h   | 13      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64f](n128,64f)                                                   | Vector128<double> vscalar<double>(N128 w, double src)                                                         | c5 f8 77 66 90 c5 f9 11 11 48 8b c1 c3
10        | 7ff7c83c4500h   | 24      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8u](n256,8u)                                                     | Vector256<byte> vscalar<byte>(N256 n, byte src)                                                               | c5 f8 77 66 90 41 0f b6 c0 c5 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
11        | 7ff7c83c4530h   | 24      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8i](n256,8i)                                                     | Vector256<sbyte> vscalar<sbyte>(N256 n, sbyte src)                                                            | c5 f8 77 66 90 49 0f be c0 c5 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
12        | 7ff7c83c4560h   | 24      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[16u](n256,16u)                                                   | Vector256<ushort> vscalar<ushort>(N256 n, ushort src)                                                         | c5 f8 77 66 90 41 0f b7 c0 c5 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
13        | 7ff7c83c49a0h   | 24      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[16i](n256,16i)                                                   | Vector256<short> vscalar<short>(N256 n, short src)                                                            | c5 f8 77 66 90 49 0f bf c0 c5 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
14        | 7ff7c83c49d0h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32u](n256,32u)                                                   | Vector256<uint> vscalar<uint>(N256 n, uint src)                                                               | c5 f8 77 66 90 c4 c1 79 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
15        | 7ff7c83c4a00h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32i](n256,32i)                                                   | Vector256<int> vscalar<int>(N256 n, int src)                                                                  | c5 f8 77 66 90 c4 c1 79 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
16        | 7ff7c83c4a30h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64u](n256,64u)                                                   | Vector256<ulong> vscalar<ulong>(N256 n, ulong src)                                                            | c5 f8 77 66 90 c4 c1 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
17        | 7ff7c83c4a60h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64i](n256,64i)                                                   | Vector256<long> vscalar<long>(N256 n, long src)                                                               | c5 f8 77 66 90 c4 c1 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
18        | 7ff7c83c4e90h   | 16      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32f](n256,32f)                                                   | Vector256<float> vscalar<float>(N256 n, float src)                                                            | c5 f8 77 66 90 c5 fd 11 11 48 8b c1 c5 f8 77 c3
19        | 7ff7c83c4ec0h   | 16      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64f](n256,64f)                                                   | Vector256<double> vscalar<double>(N256 n, double src)                                                         | c5 f8 77 66 90 c5 fd 11 11 48 8b c1 c5 f8 77 c3
20        | 7ff7c83c4ef0h   | 37      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vbroadcast#vbroadcast_g[8u](n128,8u)                                               | Vector128<byte> vbroadcast<byte>(N128 n, byte src)                                                            | 50 c5 f8 77 90 41 0f b6 c0 88 44 24 04 48 8d 44 24 04 c4 e2 79 78 44 24 04 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
