Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c841e650h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8u](n128,8u)                                                     | Vector128<byte> vscalar<byte>(N128 w, byte src)                                                               | c5 f8 77 66 90 41 0f b6 c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
1         | 7ff7c841e680h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8i](n128,8i)                                                     | Vector128<sbyte> vscalar<sbyte>(N128 w, sbyte src)                                                            | c5 f8 77 66 90 49 0f be c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
2         | 7ff7c841e6b0h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[16u](n128,16u)                                                   | Vector128<ushort> vscalar<ushort>(N128 w, ushort src)                                                         | c5 f8 77 66 90 41 0f b7 c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
3         | 7ff7c841e6e0h   | 21      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[16i](n128,16i)                                                   | Vector128<short> vscalar<short>(N128 w, short src)                                                            | c5 f8 77 66 90 49 0f bf c0 c5 f9 6e c0 c5 f9 11 01 48 8b c1 c3
4         | 7ff7c841e710h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32u](n128,32u)                                                   | Vector128<uint> vscalar<uint>(N128 w, uint src)                                                               | c5 f8 77 66 90 c4 c1 79 6e c0 c5 f9 11 01 48 8b c1 c3
5         | 7ff7c841eb40h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32i](n128,32i)                                                   | Vector128<int> vscalar<int>(N128 w, int src)                                                                  | c5 f8 77 66 90 c4 c1 79 6e c0 c5 f9 11 01 48 8b c1 c3
6         | 7ff7c841eb70h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64u](n128,64u)                                                   | Vector128<ulong> vscalar<ulong>(N128 w, ulong src)                                                            | c5 f8 77 66 90 c4 c1 f9 6e c0 c5 f9 11 01 48 8b c1 c3
7         | 7ff7c841eba0h   | 18      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64i](n128,64i)                                                   | Vector128<long> vscalar<long>(N128 w, long src)                                                               | c5 f8 77 66 90 c4 c1 f9 6e c0 c5 f9 11 01 48 8b c1 c3
8         | 7ff7c841ebd0h   | 13      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[32f](n128,32f)                                                   | Vector128<float> vscalar<float>(N128 w, float src)                                                            | c5 f8 77 66 90 c5 f9 11 11 48 8b c1 c3
9         | 7ff7c841ebf0h   | 13      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[64f](n128,64f)                                                   | Vector128<double> vscalar<double>(N128 w, double src)                                                         | c5 f8 77 66 90 c5 f9 11 11 48 8b c1 c3
10        | 7ff7c841f020h   | 24      | CTC_RET_INTR        | hex://intrinsics/CpuVector?vscalar#vscalar_g[8u](n256,8u)                                                     | Vector256<byte> vscalar<byte>(N256 n, byte src)                                                               | c5 f8 77 66 90 41 0f b6 c0 c5 f9 6e c0 c5 fd 11 01 48 8b c1 c5 f8 77 c3
