Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c858d440h   | 12      | CTC_RET_SBB         | hex://root/refs?seek#seek_g[8u](8u~ref,32i)                                                                   | ref byte seek<byte>(ref byte src, int count)                                                                  | 0f 1f 44 00 00 48 63 c2 48 03 c1 c3
1         | 7ff7c858d460h   | 12      | CTC_RET_SBB         | hex://root/refs?seek#seek_g[8i](8i~ref,32i)                                                                   | ref sbyte seek<sbyte>(ref sbyte src, int count)                                                               | 0f 1f 44 00 00 48 63 c2 48 03 c1 c3
2         | 7ff7c858d480h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[16u](16u~ref,32i)                                                                 | ref ushort seek<ushort>(ref ushort src, int count)                                                            | 0f 1f 44 00 00 48 63 c2 48 8d 04 41 c3
3         | 7ff7c858d4a0h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[16i](16i~ref,32i)                                                                 | ref short seek<short>(ref short src, int count)                                                               | 0f 1f 44 00 00 48 63 c2 48 8d 04 41 c3
4         | 7ff7c858d4c0h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[32u](32u~ref,32i)                                                                 | ref uint seek<uint>(ref uint src, int count)                                                                  | 0f 1f 44 00 00 48 63 c2 48 8d 04 81 c3
5         | 7ff7c858d4e0h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[32i](32i~ref,32i)                                                                 | ref int seek<int>(ref int src, int count)                                                                     | 0f 1f 44 00 00 48 63 c2 48 8d 04 81 c3
6         | 7ff7c858d500h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[64u](64u~ref,32i)                                                                 | ref ulong seek<ulong>(ref ulong src, int count)                                                               | 0f 1f 44 00 00 48 63 c2 48 8d 04 c1 c3
7         | 7ff7c858d520h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[64i](64i~ref,32i)                                                                 | ref long seek<long>(ref long src, int count)                                                                  | 0f 1f 44 00 00 48 63 c2 48 8d 04 c1 c3
8         | 7ff7c858d540h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[32f](32f~ref,32i)                                                                 | ref float seek<float>(ref float src, int count)                                                               | 0f 1f 44 00 00 48 63 c2 48 8d 04 81 c3
9         | 7ff7c858d560h   | 13      | CTC_RET_Zx3         | hex://root/refs?seek#seek_g[64f](64f~ref,32i)                                                                 | ref double seek<double>(ref double src, int count)                                                            | 0f 1f 44 00 00 48 63 c2 48 8d 04 c1 c3
10        | 7ff7c858d580h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[8u](8u~in)                                                                  | ref byte mutable<byte>(in byte src)                                                                           | 0f 1f 44 00 00 48 8b c1 c3
11        | 7ff7c858d5a0h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[8i](8i~in)                                                                  | ref sbyte mutable<sbyte>(in sbyte src)                                                                        | 0f 1f 44 00 00 48 8b c1 c3
12        | 7ff7c858d5c0h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[16u](16u~in)                                                                | ref ushort mutable<ushort>(in ushort src)                                                                     | 0f 1f 44 00 00 48 8b c1 c3
13        | 7ff7c858d5e0h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[16i](16i~in)                                                                | ref short mutable<short>(in short src)                                                                        | 0f 1f 44 00 00 48 8b c1 c3
14        | 7ff7c858d600h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[32u](32u~in)                                                                | ref uint mutable<uint>(in uint src)                                                                           | 0f 1f 44 00 00 48 8b c1 c3
15        | 7ff7c858d620h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[32i](32i~in)                                                                | ref int mutable<int>(in int src)                                                                              | 0f 1f 44 00 00 48 8b c1 c3
16        | 7ff7c858d640h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[64u](64u~in)                                                                | ref ulong mutable<ulong>(in ulong src)                                                                        | 0f 1f 44 00 00 48 8b c1 c3
17        | 7ff7c858d660h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[64i](64i~in)                                                                | ref long mutable<long>(in long src)                                                                           | 0f 1f 44 00 00 48 8b c1 c3
18        | 7ff7c858d680h   | 9       | CTC_RET_Zx3         | hex://root/refs?mutable#mutable_g[32f](32f~in)                                                                | ref float mutable<float>(in float src)                                                                        | 0f 1f 44 00 00 48 8b c1 c3
